Name,Date of 10k Filing,Negative,Neutral,Positive,Compound
AAPL,2022-10-27T18:01:14-04:00,0.06463013698630138,0.8229315068493149,0.11241095890410958,0.21596301369863014
AAPL,2021-10-28T18:04:28-04:00,0.06547222222222222,0.8164444444444442,0.11809722222222223,0.22300138888888896
AAPL,2020-10-29T18:06:25-04:00,0.06247727272727275,0.818943181818182,0.11851136363636368,0.25515227272727276
AAPL,2019-10-30T18:12:36-04:00,0.05903409090909091,0.8126022727272729,0.12830681818181822,0.29177499999999995
AAPL,2018-11-05T08:01:40-05:00,0.04688815789473683,0.8045526315789475,0.14853947368421058,0.3995927631578946
AAPL,2017-11-03T08:01:37-04:00,0.05325324675324673,0.8137272727272726,0.13301298701298703,0.2978551948051946
AAPL,2016-10-26T16:42:16-04:00,0.0506734693877551,0.8126122448979588,0.13668027210884356,0.3243619047619046
AAPL,2015-10-28T16:31:09-04:00,0.04257377049180327,0.8020874316939887,0.15532240437158476,0.37552896174863387
AAPL,2014-10-27T17:11:55-04:00,0.03774146341463414,0.8071609756097555,0.15507317073170737,0.4113424390243904
